유도탄 SN,일시,온도,습도,진동,위도,경도,분석값
C79051H0N433499,2022-05-06 1:00,16.8,88,0,36.6,128.2,0
C79051H0N433499,2022-05-06 2:00,16.6,88,0,36.6,128.2,0
C79051H0N433499,2022-05-06 3:00,16.5,86,0,36.6,128.2,0
C79051H0N433499,2022-05-06 4:00,16.2,85,0,36.6,128.2,0
C79051H0N433499,2022-05-06 5:00,16.1,83,0,36.6,128.2,0
C79051H0N433499,2022-05-06 6:00,16.6,79,0,36.6,128.2,0
C79051H0N433499,2022-05-06 7:00,16.7,77,0,36.6,128.2,0
C79051H0N433499,2022-05-06 8:00,16.8,77,0,36.6,128.2,0
C79051H0N433499,2022-05-06 9:00,17.3,76,0,36.6,128.2,0
C79051H0N433499,2022-05-06 10:00,17.8,74,0,36.6,128.2,0
C79051H0N433499,2022-05-06 11:00,18.5,70,0,36.6,128.2,0
C79051H0N433499,2022-05-06 12:00,20.2,63,0,36.6,128.2,0
C79051H0N433499,2022-05-06 13:00,18.2,91,0,36.6,128.2,0
C79051H0N433499,2022-05-06 14:00,17.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 15:00,18.5,93,0,36.6,128.2,0
C79051H0N433499,2022-05-06 16:00,17.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 17:00,17.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 18:00,16.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 19:00,16.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 20:00,15.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 21:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 22:00,14.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-06 23:00,15.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 0:00,15.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 1:00,15.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 2:00,14.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 3:00,14,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 4:00,13.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 5:00,13.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 6:00,13.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 7:00,13.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 8:00,14.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-07 9:00,15.6,96,0,36.6,128.2,0
C79051H0N433499,2022-05-07 10:00,18.6,79,0,36.6,128.2,0
C79051H0N433499,2022-05-07 11:00,19.4,70,0,36.6,128.2,0
C79051H0N433499,2022-05-07 12:00,22.6,59,0,36.6,128.2,0
C79051H0N433499,2022-05-07 13:00,23.6,51,0,36.6,128.2,0
C79051H0N433499,2022-05-07 14:00,25.4,40,0,36.6,128.2,0
C79051H0N433499,2022-05-07 15:00,26.5,34,0,36.6,128.2,0
C79051H0N433499,2022-05-07 16:00,27.5,33,0,36.6,128.2,0
C79051H0N433499,2022-05-07 17:00,23.9,46,0,36.6,128.2,0
C79051H0N433499,2022-05-07 18:00,21.9,47,0,36.6,128.2,0
C79051H0N433499,2022-05-07 19:00,19.7,50,0,36.6,128.2,0
C79051H0N433499,2022-05-07 20:00,17.8,54,0,36.6,128.2,0
C79051H0N433499,2022-05-07 21:00,16.6,58,0,36.6,128.2,0
C79051H0N433499,2022-05-07 22:00,15.9,59,0,36.6,128.2,0
C79051H0N433499,2022-05-07 23:00,14.1,73,0,36.6,128.2,0
C79051H0N433499,2022-05-08 0:00,12.5,85,0,36.6,128.2,0
C79051H0N433499,2022-05-08 1:00,11.8,91,0,36.6,128.2,0
C79051H0N433499,2022-05-08 2:00,10.7,97,0,36.6,128.2,0
C79051H0N433499,2022-05-08 3:00,10.4,98,0,36.6,128.2,0
C79051H0N433499,2022-05-08 4:00,9.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-08 5:00,8.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-08 6:00,8.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-08 7:00,10.6,98,0,36.6,128.2,0
C79051H0N433499,2022-05-08 8:00,13.3,81,0,36.6,128.2,0
C79051H0N433499,2022-05-08 9:00,16.2,64,0,36.6,128.2,0
C79051H0N433499,2022-05-08 10:00,18.7,49,0,36.6,128.2,0
C79051H0N433499,2022-05-08 11:00,19.9,45,0,36.6,128.2,0
C79051H0N433499,2022-05-08 12:00,22.2,34,0,36.6,128.2,0
C79051H0N433499,2022-05-08 13:00,23.5,28,0,36.6,128.2,0
C79051H0N433499,2022-05-08 14:00,23.1,22,0,36.6,128.2,0
C79051H0N433499,2022-05-08 15:00,23,19,0,36.6,128.2,0
C79051H0N433499,2022-05-08 16:00,22.7,17,0,36.6,128.2,0
C79051H0N433499,2022-05-08 17:00,22.8,18,0,36.6,128.2,0
C79051H0N433499,2022-05-08 18:00,21.3,27,0,36.6,128.2,0
C79051H0N433499,2022-05-08 19:00,18.9,32,0,36.6,128.2,0
C79051H0N433499,2022-05-08 20:00,17.5,33,0,36.6,128.2,0
C79051H0N433499,2022-05-08 21:00,16.5,35,0,36.6,128.2,0
C79051H0N433499,2022-05-08 22:00,13.3,55,0,36.6,128.2,0
C79051H0N433499,2022-05-08 23:00,12.2,60,0,36.6,128.2,0
C79051H0N433499,2022-05-09 0:00,11.5,61,0,36.6,128.2,0
C79051H0N433499,2022-05-09 1:00,10,72,0,36.6,128.2,0
C79051H0N433499,2022-05-09 2:00,9.6,73,0,36.6,128.2,0
C79051H0N433499,2022-05-09 3:00,8.5,79,0,36.6,128.2,0
C79051H0N433499,2022-05-09 4:00,7.6,84,0,36.6,128.2,0
C79051H0N433499,2022-05-09 5:00,7.1,88,0,36.6,128.2,0
C79051H0N433499,2022-05-09 6:00,7.1,91,0,36.6,128.2,0
C79051H0N433499,2022-05-09 7:00,9.5,74,0,36.6,128.2,0
C79051H0N433499,2022-05-09 8:00,13.2,57,0,36.6,128.2,0
C79051H0N433499,2022-05-09 9:00,15.1,45,0,36.6,128.2,0
C79051H0N433499,2022-05-09 10:00,18.1,46,0,36.6,128.2,0
C79051H0N433499,2022-05-09 11:00,20.6,41,0,36.6,128.2,0
C79051H0N433499,2022-05-09 12:00,21.9,40,0,36.6,128.2,0
C79051H0N433499,2022-05-09 13:00,22.6,36,0,36.6,128.2,0
C79051H0N433499,2022-05-09 14:00,23.5,38,0,36.6,128.2,0
C79051H0N433499,2022-05-09 15:00,23.3,39,0,36.6,128.2,0
C79051H0N433499,2022-05-09 16:00,23.4,48,0,36.6,128.2,0
C79051H0N433499,2022-05-09 17:00,23.3,51,0,36.6,128.2,0
C79051H0N433499,2022-05-09 18:00,21.9,55,0,36.6,128.2,0
C79051H0N433499,2022-05-09 19:00,21.3,56,0,36.6,128.2,0
C79051H0N433499,2022-05-09 20:00,21,56,0,36.6,128.2,0
C79051H0N433499,2022-05-09 21:00,20.6,62,0,36.6,128.2,0
C79051H0N433499,2022-05-09 22:00,19.9,68,0,36.6,128.2,0
C79051H0N433499,2022-05-09 23:00,17.5,97,0,36.6,128.2,0
C79051H0N433499,2022-05-10 0:00,16.2,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 1:00,15.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 2:00,15.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 3:00,15.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 4:00,15.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 5:00,15.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 6:00,15.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 7:00,15.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 8:00,15.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 9:00,16.2,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 10:00,16.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 11:00,17.6,98,0,36.6,128.2,0
C79051H0N433499,2022-05-10 12:00,18.1,97,0,36.6,128.2,0
C79051H0N433499,2022-05-10 13:00,17.9,96,0,36.6,128.2,0
C79051H0N433499,2022-05-10 14:00,18.4,92,0,36.6,128.2,0
C79051H0N433499,2022-05-10 15:00,18.9,92,0,36.6,128.2,0
C79051H0N433499,2022-05-10 16:00,19.3,91,0,36.6,128.2,0
C79051H0N433499,2022-05-10 17:00,19.2,94,0,36.6,128.2,0
C79051H0N433499,2022-05-10 18:00,19.2,97,0,36.6,128.2,0
C79051H0N433499,2022-05-10 19:00,19.2,98,0,36.6,128.2,0
C79051H0N433499,2022-05-10 20:00,18.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 21:00,18.2,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 22:00,18.2,99,0,36.6,128.2,0
C79051H0N433499,2022-05-10 23:00,18,99,0,36.6,128.2,0
C79051H0N433499,2022-05-11 0:00,18,99,0,36.6,128.2,0
C79051H0N433499,2022-05-11 1:00,17.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-11 2:00,16.6,98,0,36.6,128.2,0
C79051H0N433499,2022-05-11 3:00,16,98,0,36.6,128.2,0
C79051H0N433499,2022-05-11 4:00,16.1,98,0,36.6,128.2,0
C79051H0N433499,2022-05-11 5:00,15.8,97,0,36.6,128.2,0
C79051H0N433499,2022-05-11 6:00,15.8,98,0,36.6,128.2,0
C79051H0N433499,2022-05-11 7:00,16,97,0,36.6,128.2,0
C79051H0N433499,2022-05-11 8:00,16.7,89,0,36.6,128.2,0
C79051H0N433499,2022-05-11 9:00,17.3,88,0,36.6,128.2,0
C79051H0N433499,2022-05-11 10:00,19.7,77,0,36.6,128.2,0
C79051H0N433499,2022-05-11 11:00,20,75,0,36.6,128.2,0
C79051H0N433499,2022-05-11 12:00,21.2,71,0,36.6,128.2,0
C79051H0N433499,2022-05-11 13:00,20.7,71,0,36.6,128.2,0
C79051H0N433499,2022-05-11 14:00,21.4,68,0,36.6,128.2,0
C79051H0N433499,2022-05-11 15:00,21.4,68,0,36.6,128.2,0
C79051H0N433499,2022-05-11 16:00,21.6,67,0,36.6,128.2,0
C79051H0N433499,2022-05-11 17:00,21.2,65,0,36.6,128.2,0
C79051H0N433499,2022-05-11 18:00,20,65,0,36.6,128.2,0
C79051H0N433499,2022-05-11 19:00,18.7,72,0,36.6,128.2,0
C79051H0N433499,2022-05-11 20:00,18,77,0,36.6,128.2,0
C79051H0N433499,2022-05-11 21:00,17.3,80,0,36.6,128.2,0
C79051H0N433499,2022-05-11 22:00,16.4,85,0,36.6,128.2,0
C79051H0N433499,2022-05-11 23:00,15.5,92,0,36.6,128.2,0
C79051H0N433499,2022-05-12 0:00,14.9,88,0,36.6,128.2,0
C79051H0N433499,2022-05-12 1:00,13.5,97,0,36.6,128.2,0
C79051H0N433499,2022-05-12 2:00,16.2,79,0,36.6,128.2,0
C79051H0N433499,2022-05-12 3:00,14.7,90,0,36.6,128.2,0
C79051H0N433499,2022-05-12 4:00,14.2,95,0,36.6,128.2,0
C79051H0N433499,2022-05-12 5:00,14.5,91,0,36.6,128.2,0
C79051H0N433499,2022-05-12 6:00,13.5,98,0,36.6,128.2,0
C79051H0N433499,2022-05-12 7:00,15.1,94,0,36.6,128.2,0
C79051H0N433499,2022-05-12 8:00,17.7,78,0,36.6,128.2,0
C79051H0N433499,2022-05-12 9:00,19.3,66,0,36.6,128.2,0
C79051H0N433499,2022-05-12 10:00,21.9,52,0,36.6,128.2,0
C79051H0N433499,2022-05-12 11:00,23.9,34,0,36.6,128.2,0
C79051H0N433499,2022-05-12 12:00,25.9,27,0,36.6,128.2,0
C79051H0N433499,2022-05-12 13:00,26.5,26,0,36.6,128.2,0
C79051H0N433499,2022-05-12 14:00,27.1,26,0,36.6,128.2,0
C79051H0N433499,2022-05-12 15:00,26.4,26,0,36.6,128.2,0
C79051H0N433499,2022-05-12 16:00,25.9,28,0,36.6,128.2,0
C79051H0N433499,2022-05-12 17:00,25.8,28,0,36.6,128.2,0
C79051H0N433499,2022-05-12 18:00,24.7,31,0,36.6,128.2,0
C79051H0N433499,2022-05-12 19:00,23.2,31,0,36.6,128.2,0
C79051H0N433499,2022-05-12 20:00,22.2,32,0,36.6,128.2,0
C79051H0N433499,2022-05-12 21:00,21.2,34,0,36.6,128.2,0
C79051H0N433499,2022-05-12 22:00,20,38,0,36.6,128.2,0
C79051H0N433499,2022-05-12 23:00,18.7,47,0,36.6,128.2,0
C79051H0N433499,2022-05-13 0:00,17.6,53,0,36.6,128.2,0
C79051H0N433499,2022-05-13 1:00,17.6,51,0,36.6,128.2,0
C79051H0N433499,2022-05-13 2:00,17.4,51,0,36.6,128.2,0
C79051H0N433499,2022-05-13 3:00,18.1,50,0,36.6,128.2,0
C79051H0N433499,2022-05-13 4:00,18.9,53,0,36.6,128.2,0
C79051H0N433499,2022-05-13 5:00,16.4,67,0,36.6,128.2,0
C79051H0N433499,2022-05-13 6:00,16.7,60,0,36.6,128.2,0
C79051H0N433499,2022-05-13 7:00,16.7,59,0,36.6,128.2,0
C79051H0N433499,2022-05-13 8:00,18,57,0,36.6,128.2,0
C79051H0N433499,2022-05-13 9:00,19.2,51,0,36.6,128.2,0
C79051H0N433499,2022-05-13 10:00,20.5,44,0,36.6,128.2,0
C79051H0N433499,2022-05-13 11:00,21.6,37,0,36.6,128.2,0
C79051H0N433499,2022-05-13 12:00,23.7,29,0,36.6,128.2,0
C79051H0N433499,2022-05-13 13:00,24.3,29,0,36.6,128.2,0
C79051H0N433499,2022-05-13 14:00,24.8,30,0,36.6,128.2,0
C79051H0N433499,2022-05-13 15:00,25.2,30,0,36.6,128.2,0
C79051H0N433499,2022-05-13 16:00,24.3,38,0,36.6,128.2,0
C79051H0N433499,2022-05-13 17:00,22,40,0,36.6,128.2,0
C79051H0N433499,2022-05-13 18:00,20.7,38,0,36.6,128.2,0
C79051H0N433499,2022-05-13 19:00,19.3,43,0,36.6,128.2,0
C79051H0N433499,2022-05-13 20:00,18.3,45,0,36.6,128.2,0
C79051H0N433499,2022-05-13 21:00,17.1,41,0,36.6,128.2,0
C79051H0N433499,2022-05-13 22:00,15.6,53,0,36.6,128.2,0
C79051H0N433499,2022-05-13 23:00,14.6,57,0,36.6,128.2,0
C79051H0N433499,2022-05-14 0:00,14.1,59,0,36.6,128.2,0
C79051H0N433499,2022-05-14 1:00,13.4,64,0,36.6,128.2,0
C79051H0N433499,2022-05-14 2:00,13.2,66,0,36.6,128.2,0
C79051H0N433499,2022-05-14 3:00,12.2,71,0,36.6,128.2,0
C79051H0N433499,2022-05-14 4:00,11.4,75,0,36.6,128.2,0
C79051H0N433499,2022-05-14 5:00,10.9,79,0,36.6,128.2,0
C79051H0N433499,2022-05-14 6:00,10.9,82,0,36.6,128.2,0
C79051H0N433499,2022-05-14 7:00,13.1,69,0,36.6,128.2,0
C79051H0N433499,2022-05-14 8:00,16.3,52,0,36.6,128.2,0
C79051H0N433499,2022-05-14 9:00,17.8,38,0,36.6,128.2,0
C79051H0N433499,2022-05-14 10:00,19.4,31,0,36.6,128.2,0
C79051H0N433499,2022-05-14 11:00,21.5,27,0,36.6,128.2,0
C79051H0N433499,2022-05-14 12:00,22.8,25,0,36.6,128.2,0
C79051H0N433499,2022-05-14 13:00,23.3,25,0,36.6,128.2,0
C79051H0N433499,2022-05-14 14:00,23.9,21,0,36.6,128.2,0
C79051H0N433499,2022-05-14 15:00,24.1,26,0,36.6,128.2,0
C79051H0N433499,2022-05-14 16:00,24,22,0,36.6,128.2,0
C79051H0N433499,2022-05-14 17:00,23.4,21,0,36.6,128.2,0
C79051H0N433499,2022-05-14 18:00,22.5,21,0,36.6,128.2,0
C79051H0N433499,2022-05-14 19:00,21.1,24,0,36.6,128.2,0
C79051H0N433499,2022-05-14 20:00,18.7,33,0,36.6,128.2,0
C79051H0N433499,2022-05-14 21:00,17,41,0,36.6,128.2,0
C79051H0N433499,2022-05-14 22:00,15.9,46,0,36.6,128.2,0
C79051H0N433499,2022-05-14 23:00,14,57,0,36.6,128.2,0
C79051H0N433499,2022-05-15 0:00,13.8,57,0,36.6,128.2,0
C79051H0N433499,2022-05-15 1:00,12.7,60,0,36.6,128.2,0
C79051H0N433499,2022-05-15 2:00,11.6,67,0,36.6,128.2,0
C79051H0N433499,2022-05-15 3:00,11.1,71,0,36.6,128.2,0
C79051H0N433499,2022-05-15 4:00,10.4,73,0,36.6,128.2,0
C79051H0N433499,2022-05-15 5:00,10,77,0,36.6,128.2,0
C79051H0N433499,2022-05-15 6:00,10.1,80,0,36.6,128.2,0
C79051H0N433499,2022-05-15 7:00,11.8,74,0,36.6,128.2,0
C79051H0N433499,2022-05-15 8:00,13.8,58,0,36.6,128.2,0
C79051H0N433499,2022-05-15 9:00,17.1,45,0,36.6,128.2,0
C79051H0N433499,2022-05-15 10:00,20.1,36,0,36.6,128.2,0
C79051H0N433499,2022-05-15 11:00,20.1,37,0,36.6,128.2,0
C79051H0N433499,2022-05-15 12:00,22.9,31,0,36.6,128.2,0
C79051H0N433499,2022-05-15 13:00,24.1,28,0,36.6,128.2,0
C79051H0N433499,2022-05-15 14:00,24.9,28,0,36.6,128.2,0
C79051H0N433499,2022-05-15 15:00,25.4,31,0,36.6,128.2,0
C79051H0N433499,2022-05-15 16:00,26.5,30,0,36.6,128.2,0
C79051H0N433499,2022-05-15 17:00,25.9,35,0,36.6,128.2,0
C79051H0N433499,2022-05-15 18:00,25.1,33,0,36.6,128.2,0
C79051H0N433499,2022-05-15 19:00,24.5,35,0,36.6,128.2,0
C79051H0N433499,2022-05-15 20:00,23.6,34,0,36.6,128.2,0
C79051H0N433499,2022-05-15 21:00,23.6,30,0,36.6,128.2,0
C79051H0N433499,2022-05-15 22:00,22.8,30,0,36.6,128.2,0
C79051H0N433499,2022-05-15 23:00,21.3,36,0,36.6,128.2,0
C79051H0N433499,2022-05-16 0:00,20.6,39,0,36.6,128.2,0
C79051H0N433499,2022-05-16 1:00,20.1,38,0,36.6,128.2,0
C79051H0N433499,2022-05-16 2:00,19.9,37,0,36.6,128.2,0
C79051H0N433499,2022-05-16 3:00,19.5,40,0,36.6,128.2,0
C79051H0N433499,2022-05-16 4:00,19.2,47,0,36.6,128.2,0
C79051H0N433499,2022-05-16 5:00,19.6,61,0,36.6,128.2,0
C79051H0N433499,2022-05-16 6:00,19.3,63,0,36.6,128.2,0
C79051H0N433499,2022-05-16 7:00,16.7,94,0,36.6,128.2,0
C79051H0N433499,2022-05-16 8:00,16,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 9:00,15.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 10:00,16,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 11:00,16.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 12:00,16.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 13:00,16.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 14:00,17,95,0,36.6,128.2,0
C79051H0N433499,2022-05-16 15:00,16.5,94,0,36.6,128.2,0
C79051H0N433499,2022-05-16 16:00,15.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 17:00,15.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 18:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 19:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 20:00,14.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 21:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 22:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-16 23:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 0:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 1:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 2:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 3:00,14.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 4:00,14.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 5:00,14.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 6:00,14.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 7:00,14.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 8:00,15.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 9:00,15.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 10:00,17,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 11:00,19.8,89,0,36.6,128.2,0
C79051H0N433499,2022-05-17 12:00,22.1,82,0,36.6,128.2,0
C79051H0N433499,2022-05-17 13:00,23.5,75,0,36.6,128.2,0
C79051H0N433499,2022-05-17 14:00,24.5,71,0,36.6,128.2,0
C79051H0N433499,2022-05-17 15:00,24.4,71,0,36.6,128.2,0
C79051H0N433499,2022-05-17 16:00,24.4,68,0,36.6,128.2,0
C79051H0N433499,2022-05-17 17:00,24,69,0,36.6,128.2,0
C79051H0N433499,2022-05-17 18:00,23.5,70,0,36.6,128.2,0
C79051H0N433499,2022-05-17 19:00,22.4,89,0,36.6,128.2,0
C79051H0N433499,2022-05-17 20:00,20.1,98,0,36.6,128.2,0
C79051H0N433499,2022-05-17 21:00,18.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 22:00,18.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-17 23:00,17.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 0:00,17.7,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 1:00,17.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 2:00,17.8,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 3:00,18,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 4:00,17.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 5:00,18,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 6:00,18.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 7:00,18.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 8:00,18.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-18 9:00,20.1,93,0,36.6,128.2,0
C79051H0N433499,2022-05-18 10:00,22.2,80,0,36.6,128.2,0
C79051H0N433499,2022-05-18 11:00,22.9,74,0,36.6,128.2,0
C79051H0N433499,2022-05-18 12:00,25.1,66,0,36.6,128.2,0
C79051H0N433499,2022-05-18 13:00,25.6,62,0,36.6,128.2,0
C79051H0N433499,2022-05-18 14:00,27.2,60,0,36.6,128.2,0
C79051H0N433499,2022-05-18 15:00,27.4,56,0,36.6,128.2,0
C79051H0N433499,2022-05-18 16:00,27.6,54,0,36.6,128.2,0
C79051H0N433499,2022-05-18 17:00,27.7,55,0,36.6,128.2,0
C79051H0N433499,2022-05-18 18:00,27,59,0,36.6,128.2,0
C79051H0N433499,2022-05-18 19:00,25.3,70,0,36.6,128.2,0
C79051H0N433499,2022-05-18 20:00,24.4,76,0,36.6,128.2,0
C79051H0N433499,2022-05-18 21:00,23.7,74,0,36.6,128.2,0
C79051H0N433499,2022-05-18 22:00,21.2,97,0,36.6,128.2,0
C79051H0N433499,2022-05-18 23:00,20.4,97,0,36.6,128.2,0
C79051H0N433499,2022-05-19 0:00,19.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-19 1:00,18.3,99,0,36.6,128.2,0
C79051H0N433499,2022-05-19 2:00,17.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-19 3:00,17.4,99,0,36.6,128.2,0
C79051H0N433499,2022-05-19 4:00,19.3,98,0,36.6,128.2,0
C79051H0N433499,2022-05-19 5:00,19.1,97,0,36.6,128.2,0
C79051H0N433499,2022-05-19 6:00,18.8,97,0,36.6,128.2,0
C79051H0N433499,2022-05-19 7:00,19,95,0,36.6,128.2,0
C79051H0N433499,2022-05-19 8:00,19.9,85,0,36.6,128.2,0
C79051H0N433499,2022-05-19 9:00,21.4,70,0,36.6,128.2,0
C79051H0N433499,2022-05-19 10:00,21.7,72,0,36.6,128.2,0
C79051H0N433499,2022-05-19 11:00,22.6,68,0,36.6,128.2,0
C79051H0N433499,2022-05-19 12:00,22.8,69,0,36.6,128.2,0
C79051H0N433499,2022-05-19 13:00,23.1,70,0,36.6,128.2,0
C79051H0N433499,2022-05-19 14:00,22.8,71,0,36.6,128.2,0
C79051H0N433499,2022-05-19 15:00,23.5,68,0,36.6,128.2,0
C79051H0N433499,2022-05-19 16:00,23.4,69,0,36.6,128.2,0
C79051H0N433499,2022-05-19 17:00,22.5,76,0,36.6,128.2,0
C79051H0N433499,2022-05-19 18:00,22.1,82,0,36.6,128.2,0
C79051H0N433499,2022-05-19 19:00,21.9,85,0,36.6,128.2,0
C79051H0N433499,2022-05-19 20:00,20.9,94,0,36.6,128.2,0
C79051H0N433499,2022-05-19 21:00,19.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-19 22:00,19.6,99,0,36.6,128.2,0
C79051H0N433499,2022-05-19 23:00,16.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 0:00,14.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 1:00,14.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 2:00,14.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 3:00,13.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 4:00,12.1,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 5:00,11.9,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 6:00,12.2,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 7:00,13.5,99,0,36.6,128.2,0
C79051H0N433499,2022-05-20 8:00,15.5,81,0,36.6,128.2,0
C79051H0N433499,2022-05-20 9:00,15.1,76,0,36.6,128.2,0
C79051H0N433499,2022-05-20 10:00,18.1,60,0,36.6,128.2,0
C79051H0N433499,2022-05-20 11:00,16.9,65,0,36.6,128.2,0
C79051H0N433499,2022-05-20 12:00,18.1,60,0,36.6,128.2,0
C79051H0N433499,2022-05-20 13:00,17.5,60,0,36.6,128.2,0
C79051H0N433499,2022-05-20 14:00,16.3,79,0,36.6,128.2,0
C79051H0N433499,2022-05-20 15:00,16.3,78,0,36.6,128.2,0
C79051H0N433499,2022-05-20 16:00,17.4,70,0,36.6,128.2,0
C79051H0N433499,2022-05-20 17:00,17.2,69,0,36.6,128.2,0
C79051H0N433499,2022-05-20 18:00,16.8,71,0,36.6,128.2,0
C79051H0N433499,2022-05-20 19:00,16,78,0,36.6,128.2,0
C79051H0N433499,2022-05-20 20:00,15.2,83,0,36.6,128.2,0
C79051H0N433499,2022-05-20 21:00,14.3,85,0,36.6,128.2,0
C79051H0N433499,2022-05-20 22:00,12.9,97,0,36.6,128.2,0
C79051H0N433499,2022-05-20 23:00,13.2,86,0,36.6,128.2,0
C79051H0N433499,2022-05-21 0:00,12.8,83,0,36.6,128.2,0
C79051H0N433499,2022-05-21 1:00,11.9,87,0,36.6,128.2,0
C79051H0N433499,2022-05-21 2:00,11,86,0,36.6,128.2,0
C79051H0N433499,2022-05-21 3:00,9.7,98,0,36.6,128.2,0
C79051H0N433499,2022-05-21 4:00,10.4,92,0,36.6,128.2,0
C79051H0N433499,2022-05-21 5:00,9.7,97,0,36.6,128.2,0
C79051H0N433499,2022-05-21 6:00,9.8,94,0,36.6,128.2,0
C79051H0N433499,2022-05-21 7:00,11.7,78,0,36.6,128.2,0
C79051H0N433499,2022-05-21 8:00,13.6,67,0,36.6,128.2,0
C79051H0N433499,2022-05-21 9:00,14.7,63,0,36.6,128.2,0
